predicate,object
http://schema.org/mainEntityOfPage,https://lt.wikipedia.org/wiki/Belgija
http://schema.org/mainEntityOfPage,https://ltg.wikipedia.org/wiki/Be%C4%BCgeja
http://schema.org/mainEntityOfPage,https://lv.wikipedia.org/wiki/Be%C4%BC%C4%A3ija
http://schema.org/mainEntityOfPage,https://mad.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://mai.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A4%AE
http://schema.org/mainEntityOfPage,https://map-bms.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://mdf.wikipedia.org/wiki/%D0%91%D1%8D%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://mg.wikipedia.org/wiki/Belzika
http://schema.org/mainEntityOfPage,https://mhr.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9
http://schema.org/mainEntityOfPage,https://mi.wikipedia.org/wiki/Pehiamu
http://schema.org/mainEntityOfPage,https://min.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://mk.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B3%D0%B8%D1%98%D0%B0
http://schema.org/mainEntityOfPage,https://ml.wikipedia.org/wiki/%E0%B4%AC%E0%B5%86%E0%B5%BD%E0%B4%9C%E0%B4%BF%E0%B4%AF%E0%B4%82
http://schema.org/mainEntityOfPage,https://mn.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8
http://schema.org/mainEntityOfPage,https://mni.wikipedia.org/wiki/%EA%AF%95%EA%AF%A6%EA%AF%9C%EA%AF%96%EA%AF%A4%EA%AF%8C%EA%AF%9D
http://schema.org/mainEntityOfPage,https://mr.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A4%AE
http://schema.org/mainEntityOfPage,https://ms.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://mt.wikipedia.org/wiki/Bel%C4%A1ju
http://schema.org/mainEntityOfPage,https://mwl.wikipedia.org/wiki/B%C3%A9lgica
http://schema.org/mainEntityOfPage,https://my.wikipedia.org/wiki/%E1%80%98%E1%80%9A%E1%80%BA%E1%80%9C%E1%80%BA%E1%80%82%E1%80%BB%E1%80%AE%E1%80%9A%E1%80%99%E1%80%BA%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6
http://schema.org/mainEntityOfPage,https://myv.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F_%D0%9C%D0%B0%D1%81%D1%82%D0%BE%D1%80
http://schema.org/mainEntityOfPage,https://mzn.wikipedia.org/wiki/%D8%A8%D9%84%D8%AC%DB%8C%DA%A9
http://schema.org/mainEntityOfPage,https://na.wikipedia.org/wiki/Berdjiyum
http://schema.org/mainEntityOfPage,https://nah.wikipedia.org/wiki/Belgica
http://schema.org/mainEntityOfPage,https://nap.wikipedia.org/wiki/Belge
http://schema.org/mainEntityOfPage,https://nds-nl.wikipedia.org/wiki/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://nds.wikipedia.org/wiki/Belgien
http://schema.org/mainEntityOfPage,https://ne.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A4%AE
http://schema.org/mainEntityOfPage,https://new.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A4%AE
http://schema.org/mainEntityOfPage,https://nl.wikibooks.org/wiki/Atlas_van_Europa/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://nl.wikinews.org/wiki/Categorie:Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://nl.wikipedia.org/wiki/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://nl.wikiquote.org/wiki/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://nl.wikivoyage.org/wiki/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://nn.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://no.wikinews.org/wiki/Kategori:Belgia
http://schema.org/mainEntityOfPage,https://no.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://nov.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://nrm.wikipedia.org/wiki/Belgique
http://schema.org/mainEntityOfPage,https://nso.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://nv.wikipedia.org/wiki/T%C3%A1b%C4%85%C4%85h_H%C3%B3teelnii_Bik%C3%A9yah
http://schema.org/mainEntityOfPage,https://ny.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://oc.wikipedia.org/wiki/Belgica
http://schema.org/mainEntityOfPage,https://olo.wikipedia.org/wiki/Bel%27gii
http://schema.org/mainEntityOfPage,https://om.wikipedia.org/wiki/Beeljiyeem
http://schema.org/mainEntityOfPage,https://os.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8
http://schema.org/mainEntityOfPage,https://pa.wikipedia.org/wiki/%E0%A8%AC%E0%A9%88%E0%A8%B2%E0%A8%9C%E0%A9%80%E0%A8%85%E0%A8%AE
http://schema.org/mainEntityOfPage,https://pag.wikipedia.org/wiki/Belhika
http://schema.org/mainEntityOfPage,https://pam.wikipedia.org/wiki/Belgika
http://schema.org/mainEntityOfPage,https://pap.wikipedia.org/wiki/B%C3%A9lgika
http://schema.org/mainEntityOfPage,https://pcd.wikipedia.org/wiki/Bergike
http://schema.org/mainEntityOfPage,https://pdc.wikipedia.org/wiki/Belgien
http://schema.org/mainEntityOfPage,https://pfl.wikipedia.org/wiki/Belgien
http://schema.org/mainEntityOfPage,https://pi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A4%AE
http://schema.org/mainEntityOfPage,https://pih.wikipedia.org/wiki/Beljum
http://schema.org/mainEntityOfPage,https://pl.wikinews.org/wiki/Kategoria:Belgia
http://schema.org/mainEntityOfPage,https://pl.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://pl.wikiquote.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://pl.wikivoyage.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://pms.wikipedia.org/wiki/Belgi
http://schema.org/mainEntityOfPage,https://pnb.wikipedia.org/wiki/%D8%A8%DB%8C%D9%84%D8%AC%DB%8C%D9%85
http://schema.org/mainEntityOfPage,https://pnt.wikipedia.org/wiki/%CE%92%CE%AD%CE%BB%CE%B3%CE%B9%CE%BF%CE%BD
http://schema.org/mainEntityOfPage,https://ps.wikipedia.org/wiki/%D8%A8%DB%90%D9%84%D8%AC%DB%8C%D9%85
http://schema.org/mainEntityOfPage,https://pt.wikibooks.org/wiki/B%C3%A9lgica
http://schema.org/mainEntityOfPage,https://pt.wikinews.org/wiki/Categoria:B%C3%A9lgica
http://schema.org/mainEntityOfPage,https://pt.wikipedia.org/wiki/B%C3%A9lgica
http://schema.org/mainEntityOfPage,https://pt.wikivoyage.org/wiki/B%C3%A9lgica
http://schema.org/mainEntityOfPage,https://qu.wikipedia.org/wiki/Wilhika
http://schema.org/mainEntityOfPage,https://rm.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://rmy.wikipedia.org/wiki/Beljiya
http://schema.org/mainEntityOfPage,https://rn.wikipedia.org/wiki/Ububirigi
http://schema.org/mainEntityOfPage,https://ro.wikinews.org/wiki/Categorie:Belgia
http://schema.org/mainEntityOfPage,https://ro.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://ro.wikivoyage.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://roa-tara.wikipedia.org/wiki/B%C3%A8lge
http://schema.org/mainEntityOfPage,https://ru.wikinews.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://ru.wikivoyage.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://rue.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D2%91%D1%96%D1%8F
http://schema.org/mainEntityOfPage,https://rw.wikipedia.org/wiki/Ububiligi
http://schema.org/mainEntityOfPage,https://sa.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A4%AE%E0%A5%8D
http://schema.org/mainEntityOfPage,https://sah.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://sat.wikipedia.org/wiki/%E1%B1%B5%E1%B1%AE%E1%B1%9E%E1%B1%A1%E1%B1%A4%E1%B1%AD%E1%B1%9F%E1%B1%A2
http://schema.org/mainEntityOfPage,https://sc.wikipedia.org/wiki/B%C3%A8lgiu
http://schema.org/mainEntityOfPage,https://scn.wikipedia.org/wiki/Belgiu
http://schema.org/mainEntityOfPage,https://sco.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://sd.wikipedia.org/wiki/%D8%A8%D9%8A%D9%84%D8%AC%D9%8A%D9%85
http://schema.org/mainEntityOfPage,https://se.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://sg.wikipedia.org/wiki/B%C3%AAleze
http://schema.org/mainEntityOfPage,https://sh.wikipedia.org/wiki/Belgija
http://schema.org/mainEntityOfPage,https://shi.wikipedia.org/wiki/Bljika
http://schema.org/mainEntityOfPage,https://shn.wikipedia.org/wiki/%E1%80%99%E1%80%AD%E1%80%B0%E1%80%84%E1%80%BA%E1%80%B8%E1%80%95%E1%82%84%E1%82%87%E1%81%B5%E1%80%BB%E1%80%AE%E1%82%87%E1%80%9A%E1%80%99%E1%80%BA%E1%82%87
http://schema.org/mainEntityOfPage,https://si.wikipedia.org/wiki/%E0%B6%B6%E0%B7%99%E0%B6%BD%E0%B7%8A%E0%B6%A2%E0%B7%92%E0%B6%BA%E0%B6%B8
http://schema.org/mainEntityOfPage,https://simple.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://sk.wikipedia.org/wiki/Belgicko
http://schema.org/mainEntityOfPage,https://sl.wikipedia.org/wiki/Belgija
http://schema.org/mainEntityOfPage,https://sm.wikipedia.org/wiki/Peleseuma
http://schema.org/mainEntityOfPage,https://smn.wikipedia.org/wiki/Belgia
http://schema.org/mainEntityOfPage,https://sn.wikipedia.org/wiki/Bherujyamu
http://schema.org/mainEntityOfPage,https://so.wikipedia.org/wiki/Beljim
http://schema.org/mainEntityOfPage,https://sq.wikinews.org/wiki/Kategoria:Belgjik%C3%AB
http://schema.org/mainEntityOfPage,https://sq.wikipedia.org/wiki/Belgjika
http://schema.org/mainEntityOfPage,https://sr.wikinews.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%98%D0%B0:%D0%91%D0%B5%D0%BB%D0%B3%D0%B8%D1%98%D0%B0
http://schema.org/mainEntityOfPage,https://sr.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B3%D0%B8%D1%98%D0%B0
http://schema.org/mainEntityOfPage,https://sr.wikiquote.org/wiki/%D0%91%D0%B5%D0%BB%D0%B3%D0%B8%D1%98%D0%B0
http://schema.org/mainEntityOfPage,https://srn.wikipedia.org/wiki/Belgikondre
http://schema.org/mainEntityOfPage,https://ss.wikipedia.org/wiki/IBhelijiyamu
http://schema.org/mainEntityOfPage,https://stq.wikipedia.org/wiki/Belgien
http://schema.org/mainEntityOfPage,https://su.wikipedia.org/wiki/B%C3%A9lgia
http://schema.org/mainEntityOfPage,https://sv.wikinews.org/wiki/Kategori:Belgien
http://schema.org/mainEntityOfPage,https://sv.wikipedia.org/wiki/Belgien
http://schema.org/mainEntityOfPage,https://sv.wikivoyage.org/wiki/Belgien
http://schema.org/mainEntityOfPage,https://sw.wikipedia.org/wiki/Ubelgiji
http://schema.org/mainEntityOfPage,https://szl.wikipedia.org/wiki/Belgij%C5%8F
http://schema.org/mainEntityOfPage,https://szy.wikipedia.org/wiki/Belguim
http://schema.org/mainEntityOfPage,https://ta.wikinews.org/wiki/%E0%AE%AA%E0%AE%95%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81:%E0%AE%AA%E0%AF%86%E0%AE%B2%E0%AF%8D%E0%AE%9C%E0%AE%BF%E0%AE%AF%E0%AE%AE%E0%AF%8D
http://schema.org/mainEntityOfPage,https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AF%86%E0%AE%B2%E0%AF%8D%E0%AE%9C%E0%AE%BF%E0%AE%AF%E0%AE%AE%E0%AF%8D
http://schema.org/mainEntityOfPage,https://tay.wikipedia.org/wiki/Belguim
http://schema.org/mainEntityOfPage,https://te.wikipedia.org/wiki/%E0%B0%AC%E0%B1%86%E0%B0%B2%E0%B1%8D%E0%B0%9C%E0%B0%BF%E0%B0%AF%E0%B0%82
http://schema.org/mainEntityOfPage,https://tet.wikipedia.org/wiki/B%C3%A9ljika
http://schema.org/mainEntityOfPage,https://tg.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%80%E0%B8%9A%E0%B8%A5%E0%B9%80%E0%B8%A2%E0%B8%B5%E0%B8%A2%E0%B8%A1
http://schema.org/mainEntityOfPage,https://tk.wikipedia.org/wiki/Belgi%C3%BDa
http://schema.org/mainEntityOfPage,https://tl.wikipedia.org/wiki/Belhika
http://schema.org/mainEntityOfPage,https://to.wikipedia.org/wiki/Pelesiume
http://schema.org/mainEntityOfPage,https://tpi.wikipedia.org/wiki/Beljiam
http://schema.org/mainEntityOfPage,https://tr.wikinews.org/wiki/Kategori:Bel%C3%A7ika
http://schema.org/mainEntityOfPage,https://tr.wikipedia.org/wiki/Bel%C3%A7ika
http://schema.org/mainEntityOfPage,https://tr.wikivoyage.org/wiki/Bel%C3%A7ika
http://schema.org/mainEntityOfPage,https://trv.wikipedia.org/wiki/Belguim
http://schema.org/mainEntityOfPage,https://ts.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://tt.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://tum.wikipedia.org/wiki/Belgium
http://schema.org/mainEntityOfPage,https://tw.wikipedia.org/wiki/B%C9%9Blgyiom
http://schema.org/mainEntityOfPage,https://udm.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D1%8F
http://schema.org/mainEntityOfPage,https://ug.wikipedia.org/wiki/%D8%A8%DB%90%D9%84%DA%AF%D9%89%D9%8A%DB%95
http://schema.org/mainEntityOfPage,https://uk.wikinews.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D1%96%D1%8F:%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D1%96%D1%8F
http://schema.org/mainEntityOfPage,https://uk.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D1%96%D1%8F
http://schema.org/mainEntityOfPage,https://uk.wikivoyage.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D1%96%D1%8F
http://schema.org/mainEntityOfPage,https://ur.wikipedia.org/wiki/%D8%A8%D9%84%D8%AC%D8%A6%DB%8C%D9%85
http://schema.org/mainEntityOfPage,https://uz.wikipedia.org/wiki/Belgiya
http://schema.org/mainEntityOfPage,https://vec.wikipedia.org/wiki/Belzo
http://schema.org/mainEntityOfPage,https://vep.wikipedia.org/wiki/Bel%27gii
http://schema.org/mainEntityOfPage,https://vi.wikipedia.org/wiki/B%E1%BB%89
http://schema.org/mainEntityOfPage,https://vi.wikivoyage.org/wiki/B%E1%BB%89
http://schema.org/mainEntityOfPage,https://vls.wikipedia.org/wiki/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://vo.wikipedia.org/wiki/Belg%C3%A4n
http://schema.org/mainEntityOfPage,https://wa.wikipedia.org/wiki/Beldjike
http://schema.org/mainEntityOfPage,https://war.wikipedia.org/wiki/Belhika
http://schema.org/mainEntityOfPage,https://wo.wikipedia.org/wiki/Belsik
http://schema.org/mainEntityOfPage,https://wuu.wikipedia.org/wiki/%E6%AF%94%E5%88%A9%E6%97%B6
http://schema.org/mainEntityOfPage,https://xal.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D2%97%D0%BC%D1%83%D0%B4%D0%B8%D0%BD_%D0%9D%D1%83%D1%82%D0%B3
http://schema.org/mainEntityOfPage,https://xmf.wikipedia.org/wiki/%E1%83%91%E1%83%94%E1%83%9A%E1%83%92%E1%83%98%E1%83%90
http://schema.org/mainEntityOfPage,https://yi.wikipedia.org/wiki/%D7%91%D7%A2%D7%9C%D7%92%D7%99%D7%A2
http://schema.org/mainEntityOfPage,https://yo.wikipedia.org/wiki/B%E1%BA%B9%CC%81lj%C3%AD%E1%BB%8D%CC%80m
http://schema.org/mainEntityOfPage,https://za.wikipedia.org/wiki/Bijliswz
http://schema.org/mainEntityOfPage,https://zea.wikipedia.org/wiki/Belgi%C3%AB
http://schema.org/mainEntityOfPage,https://zh-classical.wikipedia.org/wiki/%E6%AF%94%E5%88%A9%E6%99%82
http://schema.org/mainEntityOfPage,https://zh-min-nan.wikipedia.org/wiki/Pe%CC%8Dk-n%C3%AD-g%C4%AB
http://schema.org/mainEntityOfPage,https://zh-yue.wikipedia.org/wiki/%E6%AF%94%E5%88%A9%E6%99%82
http://schema.org/mainEntityOfPage,https://zh.wikinews.org/wiki/Category:%E6%AF%94%E5%88%A9%E6%99%82
http://schema.org/mainEntityOfPage,https://zh.wikipedia.org/wiki/%E6%AF%94%E5%88%A9%E6%97%B6
http://schema.org/mainEntityOfPage,https://zh.wikivoyage.org/wiki/%E6%AF%94%E5%88%A9%E6%97%B6
http://schema.org/memberOf,http://yago-knowledge.org/resource/European_Union
http://schema.org/memberOf,http://yago-knowledge.org/resource/UNESCO
http://schema.org/memberOf,http://yago-knowledge.org/resource/United_Nations_generic_instance
http://schema.org/memberOf,http://yago-knowledge.org/resource/NATO
http://schema.org/memberOf,http://yago-knowledge.org/resource/Organisation_internationale_de_la_Francophonie
http://schema.org/memberOf,http://yago-knowledge.org/resource/Asian_Development_Bank
http://schema.org/memberOf,http://yago-knowledge.org/resource/Organization_for_Security_and_Co-operation_in_Europe
http://schema.org/memberOf,http://yago-knowledge.org/resource/Universal_Postal_Union
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Telecommunication_Union
http://schema.org/memberOf,http://yago-knowledge.org/resource/World_Health_Organization
http://schema.org/memberOf,http://yago-knowledge.org/resource/OECD
http://schema.org/memberOf,http://yago-knowledge.org/resource/European_Space_Agency
http://schema.org/memberOf,http://yago-knowledge.org/resource/Council_of_Europe
http://schema.org/memberOf,http://yago-knowledge.org/resource/African_Development_Bank
http://schema.org/memberOf,http://yago-knowledge.org/resource/World_Meteorological_Organization
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Energy_Agency
http://schema.org/memberOf,http://yago-knowledge.org/resource/World_Trade_Organization
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Development_Association
http://schema.org/memberOf,http://yago-knowledge.org/resource/Eurocontrol
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Finance_Corporation
http://schema.org/memberOf,http://yago-knowledge.org/resource/European_Coal_and_Steel_Community
http://schema.org/memberOf,http://yago-knowledge.org/resource/Interpol
http://schema.org/memberOf,http://yago-knowledge.org/resource/Group_on_Earth_Observations
http://schema.org/memberOf,http://yago-knowledge.org/resource/Benelux
http://schema.org/memberOf,http://yago-knowledge.org/resource/Dutch_Language_Union
http://schema.org/memberOf,http://yago-knowledge.org/resource/Multilateral_Investment_Guarantee_Agency
http://schema.org/memberOf,http://yago-knowledge.org/resource/Nuclear_Suppliers_Group
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Bank_for_Reconstruction_and_Development
http://schema.org/memberOf,http://yago-knowledge.org/resource/Organisation_for_Joint_Armament_Cooperation
http://schema.org/memberOf,http://yago-knowledge.org/resource/Organisation_for_the_Prohibition_of_Chemical_Weapons
http://schema.org/memberOf,http://yago-knowledge.org/resource/Australia_Group
http://schema.org/memberOf,http://yago-knowledge.org/resource/Belgium_u2013_Luxembourg_Economic_Union
http://schema.org/memberOf,http://yago-knowledge.org/resource/European_Air_Transport_Command
http://schema.org/memberOf,http://yago-knowledge.org/resource/European_Payments_Union
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Centre_for_Settlement_of_Investment_Disputes
http://schema.org/memberOf,http://yago-knowledge.org/resource/International_Hydrographic_Organization
http://schema.org/memberOf,http://yago-knowledge.org/resource/Missile_Technology_Control_Regime
http://schema.org/memberOf,http://yago-knowledge.org/resource/Movement_Coordination_Centre_Europe
http://schema.org/sameAs,/m/0154j
http://schema.org/sameAs,08868745-n
http://schema.org/slogan,Eendracht maakt macht
http://schema.org/slogan,L'union fait la force
http://schema.org/url,https://www.belgium.be/
http://yago-knowledge.org/resource/area,30688
http://yago-knowledge.org/resource/capital,http://yago-knowledge.org/resource/City_of_Brussels
http://yago-knowledge.org/resource/demonym,Bedje
http://yago-knowledge.org/resource/demonym,Belg
http://yago-knowledge.org/resource/demonym,belga
http://yago-knowledge.org/resource/demonym,Belgänan
http://yago-knowledge.org/resource/demonym,Belge
http://yago-knowledge.org/resource/demonym,Belgen
http://yago-knowledge.org/resource/demonym,belghe
http://yago-knowledge.org/resource/demonym,belghi
http://yago-knowledge.org/resource/demonym,belgi
http://yago-knowledge.org/resource/demonym,belgian
http://yago-knowledge.org/resource/demonym,Belgian
http://yago-knowledge.org/resource/demonym,belgiancă
http://yago-knowledge.org/resource/demonym,Belgiano
http://yago-knowledge.org/resource/demonym,Belgičan
http://yago-knowledge.org/resource/demonym,belgieni
http://yago-knowledge.org/resource/demonym,belgier
http://yago-knowledge.org/resource/demonym,Belgier
http://yago-knowledge.org/resource/demonym,Belgierin
http://yago-knowledge.org/resource/demonym,belgijanac
http://yago-knowledge.org/resource/demonym,belgijanci
http://yago-knowledge.org/resource/demonym,belgijanka
http://yago-knowledge.org/resource/demonym,belgijanke
http://yago-knowledge.org/resource/demonym,Belgische
http://yago-knowledge.org/resource/demonym,belgisk
http://yago-knowledge.org/resource/demonym,belgo
http://yago-knowledge.org/resource/demonym,beljes
http://yago-knowledge.org/resource/demonym,Belsch
http://yago-knowledge.org/resource/demonym,belxicana
http://yago-knowledge.org/resource/demonym,belxicano
http://yago-knowledge.org/resource/demonym,belxicanu
http://yago-knowledge.org/resource/demonym,belzi
http://yago-knowledge.org/resource/demonym,Belzje
http://yago-knowledge.org/resource/demonym,бельгийцы
http://yago-knowledge.org/resource/demonym,бельгієць
http://yago-knowledge.org/resource/demonym,бельгійка
http://yago-knowledge.org/resource/demonym,бельгійці
http://yago-knowledge.org/resource/demonym,בלגי
http://yago-knowledge.org/resource/demonym,בלגית
http://yago-knowledge.org/resource/demonym,بلجيكي
http://yago-knowledge.org/resource/demonym,بلجيكية
http://yago-knowledge.org/resource/demonym,بلجيكيون
http://yago-knowledge.org/resource/demonym,بیلج
http://yago-knowledge.org/resource/demonym,பெல்ஜியர்
http://yago-knowledge.org/resource/demonym,比利时
http://yago-knowledge.org/resource/highestPoint,http://yago-knowledge.org/resource/Signal_de_Botrange
http://yago-knowledge.org/resource/leader,http://yago-knowledge.org/resource/Philippe_of_Belgium
http://yago-knowledge.org/resource/leader,http://yago-knowledge.org/resource/Alexander_De_Croo
http://yago-knowledge.org/resource/lowestPoint,http://yago-knowledge.org/resource/De_Moeren_Q2417076
http://yago-knowledge.org/resource/neighbors,http://yago-knowledge.org/resource/France
http://yago-knowledge.org/resource/neighbors,http://yago-knowledge.org/resource/Germany
http://yago-knowledge.org/resource/neighbors,http://yago-knowledge.org/resource/Netherlands
http://yago-knowledge.org/resource/neighbors,http://yago-knowledge.org/resource/North_Sea
http://yago-knowledge.org/resource/neighbors,http://yago-knowledge.org/resource/Luxembourg
http://yago-knowledge.org/resource/populationNumber,11584008
http://yago-knowledge.org/resource/replaces,http://yago-knowledge.org/resource/United_Kingdom_of_the_Netherlands
http://yago-knowledge.org/resource/officialLanguage,http://yago-knowledge.org/resource/Dutch_language_generic_instance
http://yago-knowledge.org/resource/officialLanguage,http://yago-knowledge.org/resource/French_language_generic_instance
http://yago-knowledge.org/resource/officialLanguage,http://yago-knowledge.org/resource/German_language_generic_instance
http://yago-knowledge.org/resource/humanDevelopmentIndex,0.937
http://yago-knowledge.org/resource/unemploymentRate,5.55
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://yago-knowledge.org/resource/Sovereign_state
http://www.w3.org/2000/01/rdf-schema#comment,краіна
http://www.w3.org/2000/01/rdf-schema#comment,краіна
http://www.w3.org/2000/01/rdf-schema#comment,مُلُک
http://www.w3.org/2000/01/rdf-schema#comment,Estau d'Europa
http://www.w3.org/2000/01/rdf-schema#comment,دولة في أوروبا الغربية
http://www.w3.org/2000/01/rdf-schema#comment,Qərbi Avropada konstusiyalı monarxiya ölkə
http://www.w3.org/2000/01/rdf-schema#comment,Европаның төньяҡ-көнбайышында урынлашҡан дәүләт
http://www.w3.org/2000/01/rdf-schema#comment,държава в Западна Европа
http://www.w3.org/2000/01/rdf-schema#comment,पच्छिमी यूरोप में एगो संघीय संबैधानिक राजतंत्र
http://www.w3.org/2000/01/rdf-schema#comment,পশ্চিম ইউরোপের যুক্তরাষ্ট্রীয় সাংবিধানিক রাজতন্ত্র
http://www.w3.org/2000/01/rdf-schema#comment,stad Europa
http://www.w3.org/2000/01/rdf-schema#comment,država u zapadnoj Evropi
http://www.w3.org/2000/01/rdf-schema#comment,país d'Europa
http://www.w3.org/2000/01/rdf-schema#comment,دەوڵەتی باڵادەست لە ڕۆژاوای ئەورووپا
http://www.w3.org/2000/01/rdf-schema#comment,"statu di l'Auropa occidentale, membru di l'Unione auropea"
http://www.w3.org/2000/01/rdf-schema#comment,stát v Evropě
http://www.w3.org/2000/01/rdf-schema#comment,wlad yn Ewrop
http://www.w3.org/2000/01/rdf-schema#comment,Et land i Europa
http://www.w3.org/2000/01/rdf-schema#comment,föderaler Staat in Westeuropa
http://www.w3.org/2000/01/rdf-schema#comment,Staat in Westeuropa
http://www.w3.org/2000/01/rdf-schema#comment,Staat in Westeuropa
http://www.w3.org/2000/01/rdf-schema#comment,χώρα της δυτικής Ευρώπης
http://www.w3.org/2000/01/rdf-schema#comment,country in western Europe
http://www.w3.org/2000/01/rdf-schema#comment,constitutional monarchy in Western Europe
http://www.w3.org/2000/01/rdf-schema#comment,country in Europe
http://www.w3.org/2000/01/rdf-schema#comment,country in western Europe
