Q7327790,Q1249148,Q15720880,Q652,P735,P460,P407
Q12521107,Q777181,Q117096,Q56566,P166,P138,P19
Q591827,Q21768,Q1159896,Q1270623,P20,P47,P131
Q17489568,Q18147196,Q1765453,Q652,P735,P460,P407
Q985337,Q7110478,Q5704,Q5696,P361,P131,P47
Q6896386,Q11703,Q1209589,Q2840489,P131,P85,P676
Q5138088,Q390583,Q643215,Q5138431,P159,P47,P237
Q4675138,Q459180,Q35409,Q36602,P171,P105,P361
Q2835135,Q884,Q769,Q752655,P495,P530,P85
Q580895,Q1102186,Q34,Q104257,P115,P17,P150
Q524927,Q201567,Q1715598,Q26152,P54,P286,P19
Q4685552,Q1798494,Q812,Q257311,P69,P131,P150
Q551502,Q373528,Q273525,Q117676,P131,P47,P36
Q16223618,Q38,Q170424,Q71,P27,P463,P159
Q7608397,Q838112,Q847676,Q497200,P19,P131,P47
Q6747429,Q23099,Q6850,Q7057,P131,P190,P47
Q21647283,Q5885,Q1445,Q15198,P364,P131,P150
Q5167440,Q1297,Q190828,Q801,P131,P190,P17
Q19517706,Q15894572,Q7077856,Q1190856,P3602,P155,P991
Q4750627,Q45559,Q35409,Q36602,P171,P105,P361
Q6977654,Q3719,Q308439,Q61,P360,P126,P159
Q5997864,Q33999,Q969022,Q2277,P106,P417,P2348
Q16008130,Q1399299,Q1403816,Q1290155,P69,P112,P119
Q1151945,Q65360,Q5448245,Q43845,P54,P488,P106
Q2939320,Q1563,Q8717,Q3136820,P19,P190,P2184
Q17385673,Q183405,Q46325,Q948,P19,P190,P17
Q25245287,Q837171,Q1200977,Q43015,P452,P361,P527
Q16823357,Q1196092,Q2928358,Q240471,P361,P123,P452
Q4996140,Q408,Q801,Q2696109,P17,P530,P2184
Q557086,Q12749689,Q8229,Q3772237,P735,P282,P2184
Q20640821,Q3473644,Q505993,Q515177,P19,P131,P47
Q755575,Q467400,Q35409,Q36602,P171,P105,P361
Q5943287,Q30,Q48525,Q910252,P17,P208,P527
Q2243040,Q1916087,Q30,Q11816,P3450,P17,P6
Q28429617,Q5248211,Q18558974,Q8229,P175,P735,P282
Q5458513,Q1779703,Q5308193,Q207223,P137,P155,P159
Q2349404,Q146703,Q2455704,Q35409,P171,P105,P361
Q376250,Q25263,Q30461,Q1255921,P131,P1313,P1889
Q21535169,Q4697014,Q8229,Q41670,P735,P282,P144
Q17102338,Q30,Q986,Q2309676,P17,P530,P2633
Q27995143,Q1581,Q1108022,Q1497,P131,P1589,P403
Q5052671,Q30,Q248452,Q82708,P17,P47,P140
Q7547056,Q30,Q1649,Q880398,P17,P150,P610
Q24038109,Q21642939,Q79439,Q501108,P175,P19,P131
Q7445388,Q1223,Q846295,Q131110,P131,P2184,P361
Q908968,Q203059,Q548513,Q1983554,P264,P112,P734
Q18118006,Q325872,Q6949677,Q9058,P527,P460,P407
Q5302145,Q5604,Q201469,Q7323783,P84,P800,P1037
Q1867571,Q13610143,Q2531,Q118,P735,P1750,P361
Q22018712,Q361,Q462740,Q317035,P607,P1479,P155
Q3319893,Q271637,Q33999,Q969022,P161,P106,P417
Q2338847,Q1013970,Q1892596,Q474605,P47,P131,P36
Q17328328,Q190804,Q1955594,Q2298844,P195,P1037,P108
Q7589601,Q30,Q212,Q171331,P17,P530,P150
Q6962813,Q30,Q12325,Q677191,P17,P6,P735
Q4739094,Q937857,Q1381731,Q765734,P106,P3828,P1889
Q54461,Q6985,Q187189,Q148,P421,P460,P17
Q6415319,Q6782794,Q8229,Q3772237,P735,P282,P2184
Q1361105,Q1305358,Q1327552,Q1321943,P131,P150,P47
Q28777489,Q49117,Q49113,Q21578,P69,P463,P527
Q4020878,Q128261,Q26495,Q109265,P159,P47,P131
Q4632653,Q30,Q817,Q165545,P17,P530,P163
Q505297,Q317110,Q202272,Q6723,P161,P20,P421
Q7425997,Q172771,Q595631,Q6038180,P137,P121,P176
Q27048523,Q632104,Q734578,Q2774,P735,P460,P1750
Q11835975,Q541364,Q8229,Q3772237,P735,P282,P2184
Q4768487,Q1506625,Q7320845,Q18324626,P166,P138,P3373
Q20710935,Q30,Q710,Q2739569,P17,P47,P2633
Q14928030,Q7187628,Q227936,Q2455704,P171,P105,P361
Q7494916,Q824,Q484354,Q330678,P131,P150,P36
Q5773120,Q145,Q40807,Q1606590,P17,P85,P50
Q18390916,Q61302,Q16298068,Q1343885,P19,P6,P69
Q5655408,Q860626,Q17102805,Q11424,P136,P2354,P360
Q5268923,Q2628297,Q48,Q27527,P69,P30,P361
Q24871117,Q22045497,Q28,Q656801,P286,P27,P463
Q318091,Q2375184,Q603352,Q677173,P40,P26,P53
Q6720633,Q1461,Q1861984,Q833,P19,P190,P17
Q5407661,Q30,Q19771,Q2048185,P17,P463,P1552
Q4169409,Q15180,Q35314,Q1783222,P27,P6,P166
Q17119235,Q30,Q11703,Q3005470,P495,P150,P610
Q675848,Q1435,Q170532,Q6760,P131,P190,P421
Q6217542,Q1273955,Q1066,Q1888146,P177,P469,P200
Q5050593,Q816,Q58692,Q79767,P131,P150,P36
Q4129967,Q7204247,Q37073,Q7749,P156,P136,P144
Q9368329,Q403,Q948,Q327087,P27,P530,P150
Q7332664,Q26506,Q108821,Q1135672,P131,P47,P138
Q18619953,Q364753,Q1795260,Q9067,P735,P460,P407
Q19787659,Q455275,Q8863,Q94422,P155,P991,P166
Q8029505,Q2221466,Q260954,Q4441916,P131,P47,P36
Q434452,Q27426,Q38,Q1228,P119,P17,P35
Q2269201,Q209338,Q490434,Q2204,P159,P47,P421
Q2057231,Q1231089,Q12798373,Q18002626,P735,P460,P1560
Q10697895,Q16656019,Q3387717,Q2607241,P57,P106,P425
Q10337151,Q6902885,Q639182,Q1283316,P155,P264,P112
Q7650800,Q13138161,Q14936808,Q2778,P735,P460,P1750
Q369228,Q284803,Q186652,Q209842,P551,P138,P69
Q15228811,Q126514,Q209142,Q124661,P131,P47,P361
Q4616018,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q5839935,Q928828,Q178373,Q6773,P131,P36,P421
Q21189285,Q30,Q11812,Q6698378,P17,P6,P3373
Q4762453,Q4851436,Q8229,Q3772237,P735,P282,P2184
Q6600140,Q95074,Q47223,Q14819852,P360,P1552,P547
Q16014923,Q7675950,Q8229,Q3772237,P735,P282,P2184
Q16157910,Q627030,Q271576,Q504530,P175,P527,P19
Q5879818,Q145,Q238,Q544981,P17,P530,P138
Q6324173,Q1682545,Q2033511,Q932244,P102,P112,P172
Q3131970,Q3718,Q3703,Q508014,P19,P190,P1376
Q18354422,Q19825036,Q8229,Q3772237,P735,P282,P2184
Q1403624,Q154069,Q154191,Q35572,P118,P664,P463
Q29641438,Q30,Q31643,Q1501657,P17,P78,P137
Q4565388,Q5369,Q153024,Q43115,P641,P417,P411
Q1691444,Q6210144,Q145,Q31573,P1889,P27,P150
Q6404469,Q299138,Q2302319,Q1397,P175,P69,P131
Q505032,Q458,Q52843,Q11150,P361,P457,P407
Q5831036,Q794,Q484206,Q1672477,P17,P172,P361
Q1651676,Q16290308,Q14309921,Q1412,P735,P460,P407
Q20850785,Q8020714,Q1363910,Q506645,P40,P39,P112
Q6761552,Q640652,Q40347,Q1203237,P69,P131,P190
Q5346691,Q16554,Q204245,Q66117,P19,P190,P131
Q5105670,Q339346,Q2403,Q110,P735,P1750,P361
Q7038707,Q17170,Q37517,Q1153785,P171,P105,P361
Q1767102,Q725935,Q501792,Q340607,P22,P361,P1433
Q3318219,Q30,Q25227,Q209963,P17,P530,P163
Q7162630,Q27046,Q35409,Q36602,P171,P105,P361
Q6723363,Q18014868,Q8229,Q41670,P735,P282,P144
Q73262,Q2418765,Q164384,Q361,P166,P138,P607
Q7172923,Q249679,Q7816045,Q1012076,P54,P286,P19
Q5193890,Q1509,Q1454,Q10566263,P131,P47,P194
Q3503282,Q5728362,Q1124006,Q682779,P826,P156,P155
Q577146,Q1194988,Q868940,Q239,P69,P463,P131
Q16364749,Q80053,Q373808,Q583881,P19,P190,P166
Q7934355,Q607350,Q1453212,Q2527821,P735,P460,P1560
Q497939,Q668,Q944085,Q14623534,P17,P1304,P488
Q5191911,Q37320,Q192213,Q192811,P159,P190,P131
Q7824226,Q16,Q15180,Q366524,P17,P530,P6
Q7241245,Q252,Q39,Q8908,P17,P530,P463
Q6488440,Q1184,Q7282990,Q200054,P131,P6,P19
Q11242152,Q761,Q4115712,Q12111077,P19,P190,P131
Q7563967,Q1158485,Q6633258,Q215627,P734,P2354,P360
Q30716408,Q520549,Q1069,Q83296,P106,P425,P2578
Q506563,Q506230,Q960315,Q603389,P47,P138,P20
Q16209846,Q786,Q1424401,Q1409818,P27,P150,P36
Q5314302,Q797,Q719894,Q5589173,P131,P194,P361
Q4617532,Q189,Q827525,Q7164,P17,P463,P361
Q1858824,Q55,Q736026,Q632004,P17,P6,P69
Q5496008,Q826751,Q16228897,Q1688722,P54,P127,P734
Q5173491,Q30,Q1043527,Q320863,P17,P463,P361
Q5098513,Q240804,Q390019,Q163829,P264,P112,P1303
Q6905624,Q112069,Q486215,Q16200175,P131,P47,P138
Q1495297,Q273570,Q2727598,Q869896,P69,P166,P361
Q3952897,Q2261276,Q22,Q206171,P3450,P2541,P194
Q5385224,Q40348,Q358325,Q214631,P106,P417,P20
Q661033,Q1495269,Q456,Q2029,P84,P19,P2184
Q3616943,Q38,Q1238,Q665335,P27,P35,P102
Q4907768,Q971,Q916,Q227866,P17,P47,P85
Q14949553,Q13501137,Q2665,Q120,P735,P1750,P361
Q6849374,Q169889,Q60,Q607,P449,P159,P6
Q7576800,Q857997,Q35409,Q36602,P171,P105,P361
Q904655,Q942,Q1928978,Q808,P527,P2175,P828
Q7311883,Q849680,Q49,Q149527,P607,P276,P2184
Q2000379,Q5849,Q21,Q47994,P641,P495,P150
Q18611386,Q463023,Q20604,Q20386,P161,P20,P47
Q7393906,Q362,Q97,Q130818,P607,P276,P138
Q1869695,Q10447,Q73542,Q284480,P131,P150,P190
Q7421721,Q1094046,Q84,Q334155,P69,P131,P6
Q6756511,Q1472358,Q5275906,Q16952194,P69,P463,P749
Q7070578,Q505848,Q31900,Q2428648,P131,P138,P710
Q5752293,Q2900,Q6163426,Q2012270,P20,P417,P170
Q24061817,Q1546,Q485922,Q984370,P131,P150,P36
Q4575657,Q5369,Q153024,Q2581,P641,P417,P841
Q16982469,Q30,Q216625,Q20087709,P17,P78,P1889
Q281823,Q36834,Q80513,Q3025,P106,P417,P841
Q309486,Q1084472,Q15041096,Q809,P735,P460,P407
Q930146,Q4968618,Q169470,Q413,P50,P106,P425
Q700939,Q42651,Q1015788,Q5266,P20,P150,P190
Q11057450,Q2499394,Q227936,Q2455704,P171,P105,P361
Q25001737,Q96,Q82681,Q5385,P17,P150,P421
Q7088330,Q2094512,Q1472896,Q1646181,P54,P115,P131
Q6561127,Q5,Q23852,Q1796666,P360,P527,P1552
Q5407098,Q8544,Q7175176,Q7707,P1344,P543,P641
Q2819742,Q706142,Q686223,Q8201,P57,P734,P282
Q14754892,Q11965643,Q586364,Q291644,P3373,P102,P488
Q5630271,Q741691,Q361,Q153867,P137,P607,P1479
Q722603,Q483501,Q735,Q50641,P106,P425,P2184
Q24706985,Q717,Q1043527,Q320863,P17,P463,P361
Q3710399,Q1145814,Q955764,Q5059850,P69,P355,P463
Q3819259,Q922527,Q408,Q7768,P2515,P27,P463
Q7746259,Q8007001,Q3568512,Q1459149,P123,P112,P106
Q3347366,Q656845,Q333476,Q134346,P131,P36,P190
Q20002040,Q928,Q13650,Q75978,P495,P150,P36
Q1441544,Q2334076,Q291644,Q94345,P39,P1308,P166
Q227332,Q227327,Q8229,Q3772237,P735,P282,P2184
Q8008147,Q82955,Q7163,Q181648,P106,P425,P527
Q569596,Q5940,Q16078,Q752503,P131,P150,P190
Q28173577,Q668,Q69798,Q1128227,P17,P172,P2579
Q4725475,Q6401022,Q1279548,Q720657,P131,P361,P36
Q5305655,Q145,Q9309,Q178435,P17,P37,P4132
Q4829640,Q43,Q1348747,Q82955,P17,P6,P106
Q6264676,Q678263,Q289023,Q82594,P166,P1346,P106
Q6812701,Q830357,Q2687,Q121,P735,P1750,P361
Q5627799,Q13677,Q4917,Q53536,P414,P38,P562
Q24884561,Q371101,Q1129282,Q2730433,P171,P427,P787
Q323192,Q1422627,Q1164911,Q6625,P54,P115,P131
Q549573,Q736620,Q1393904,Q1135917,P47,P131,P150
Q3929799,Q1260128,Q8229,Q3772237,P734,P282,P2184
Q9308946,Q865,Q34020,Q2602784,P19,P530,P1313
Q994136,Q1849695,Q987991,Q8792,P1889,P47,P190
Q3195516,Q115,Q207635,Q532102,P17,P150,P36
Q5297272,Q60,Q2544704,Q2030937,P159,P6,P19
Q5180369,Q7705532,Q3623001,Q2009,P706,P361,P131
Q30632043,Q1146724,Q5492,Q7347,P177,P403,P361
Q3844215,Q2883905,Q2419208,Q494899,P161,P19,P131
Q1701598,Q36180,Q37260,Q11024,P106,P425,P366
Q27671132,Q121765,Q941023,Q5390,P19,P421,P460
Q6666309,Q145,Q42262,Q134161,P17,P463,P1454
Q2658110,Q247641,Q13184,Q16128920,P171,P4000,P1889
Q3609470,Q2662732,Q714606,Q6655,P54,P159,P421
Q4803557,Q1886,Q780526,Q752483,P54,P115,P466
Q4699877,Q1185,Q48,Q3248716,P131,P30,P421
Q16735578,Q3650584,Q8229,Q3772237,P735,P282,P2184
Q778313,Q936138,Q2328687,Q422283,P131,P150,P47
Q5583792,Q491343,Q532329,Q7795886,P131,P138,P40
Q7134411,Q7161112,Q37073,Q7749,P156,P136,P144
Q6135834,Q677191,Q12044861,Q652,P735,P460,P407
Q1026766,Q1148929,Q1967713,Q33350,P131,P6,P1412
Q1454313,Q692912,Q120755,Q5059,P131,P706,P610
Q16386508,Q2531955,Q28389,Q3429919,P50,P106,P425
Q1416090,Q5569650,Q25280,Q488690,P126,P159,P131
Q323856,Q169001,Q208038,Q403,P131,P190,P17
Q1852259,Q36180,Q37260,Q11024,P106,P425,P366
Q4997034,Q145,Q31573,Q31747,P17,P150,P156
Q2737794,Q194185,Q169160,Q3497,P131,P36,P190
Q5904032,Q30,Q7804,Q484605,P17,P463,P1037
Q6368699,Q43,Q165487,Q4765985,P17,P35,P69
Q7964211,Q8740,Q858887,Q6186,P607,P710,P1142
Q7428253,Q117669,Q1933310,Q1990122,P175,P527,P136
Q518281,Q16538,Q47352,Q12788459,P179,P674,P735
Q29913543,Q13376892,Q2235472,Q18324587,P735,P460,P1533
Q19987009,Q30,Q146328,Q212725,P17,P150,P85
Q3909335,Q97,Q1700129,Q666090,P403,P1589,P361
Q1810012,Q119285,Q682455,Q1676130,P361,P610,P3018
Q6768070,Q2046869,Q495912,Q489457,P19,P131,P47
Q7682426,Q4776329,Q1925858,Q397343,P159,P131,P36
Q7400172,Q191051,Q15324,Q182468,P641,P276,P2579
Q7688800,Q4711079,Q577011,Q9027,P84,P735,P407
Q4802169,Q145,Q181817,Q165479,P27,P832,P138
Q2062825,Q1515,Q11736,Q708455,P19,P190,P150
Q5439172,Q4762171,Q5439170,Q45981,P156,P175,P136
Q8060965,Q477154,Q6985,Q187189,P131,P421,P460
Q6301795,Q23043159,Q5287463,Q20967618,P179,P361,P527
Q1245259,Q695832,Q183,Q7809,P54,P17,P463
Q15850960,Q33999,Q969022,Q2277,P106,P417,P2348
Q1988484,Q7901129,Q374472,Q1142263,P735,P1889,P47
Q11866464,Q188984,Q1215892,Q60,P54,P118,P159
Q5019701,Q16,Q123759,Q35637,P17,P463,P1411
Q490253,Q5377,Q22,Q471148,P425,P495,P2184
Q3665896,Q736,Q335471,Q786758,P17,P150,P36
Q3301065,Q202440,Q21077,Q338920,P264,P127,P749
Q10801777,Q186946,Q35409,Q36602,P171,P105,P361
Q1202341,Q605492,Q2806720,Q645218,P361,P166,P1028
Q581820,Q2179,Q147632,Q572381,P196,P527,P138
Q2400468,Q6781187,Q4093,Q11739,P138,P131,P190
Q7500573,Q6090487,Q7514666,Q203059,P156,P155,P264
Q3440329,Q2163131,Q8229,Q41670,P735,P282,P144
Q186316,Q589934,Q30805,Q1490,P19,P131,P190
Q16634885,Q16634883,Q2455704,Q35409,P171,P105,P361
Q5769402,Q899160,Q71699,Q1347560,P81,P131,P150
Q2900444,Q191066,Q135265,Q2848614,P20,P47,P6
Q1638351,Q12439,Q239580,Q1131523,P159,P190,P131
Q1489006,Q19904118,Q2297128,Q1071,P166,P1027,P101
Q459092,Q1712302,Q351311,Q2342,P735,P460,P1750
Q4999519,Q5439298,Q4956514,Q2279713,P361,P155,P264
Q16059568,Q208143,Q684307,Q920393,P19,P131,P150
Q5198306,Q818376,Q493806,Q2887,P131,P47,P190
Q1692699,Q12483,Q42848,Q9081,P101,P2578,P1889
Q5086070,Q6118146,Q2569095,Q23330,P26,P19,P131
Q673935,Q618424,Q618179,Q255398,P131,P47,P1889
Q23926534,Q767364,Q47244,Q567634,P131,P190,P1376
Q19866082,Q2510371,Q30,Q49297,P3450,P17,P172
Q5272852,Q42448,Q74957,Q278654,P20,P190,P150
Q7940446,Q8558,Q661627,Q542212,P361,P527,P155
Q4895028,Q613014,Q917408,Q35218,P735,P460,P407
Q4673439,Q668,Q658185,Q1001,P17,P832,P138
Q6912536,Q6879318,Q949608,Q1939211,P54,P115,P137
Q5635629,Q30,Q11820,Q233656,P17,P6,P1038
Q3337880,Q831367,Q188531,Q1056451,P306,P277,P3966
Q17410281,Q4832519,Q301627,Q12156132,P3022,P19,P131
Q3454062,Q191,Q191813,Q45100,P17,P150,P36
Q7343733,Q659255,Q5059850,Q1297,P69,P463,P131
Q1269667,Q215627,Q61002,Q127843,P360,P1552,P460
Q5642320,Q43,Q366692,Q5261074,P17,P6,P39
Q1258201,Q1797363,Q2086163,Q139706,P131,P47,P36
Q15247081,Q337480,Q3438336,Q460344,P69,P112,P26
Q2907476,Q1116190,Q4969372,Q159661,P170,P166,P1027
Q7524901,Q956,Q3114,Q408,P159,P190,P17
Q7459002,Q43554,Q1272877,Q862336,P131,P361,P36
Q28169464,Q950347,Q192811,Q845866,P159,P131,P150
Q7446835,Q5135516,Q463617,Q2526255,P156,P57,P106
Q1995376,Q8143,Q2735183,Q1088201,P1344,P543,P20
Q24283492,Q179665,Q115275,Q134411,P19,P361,P131
Q6978819,Q46,Q165170,Q853437,P30,P138,P25
Q2719676,Q55,Q192247,Q1842,P17,P463,P159
Q4958819,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q4645490,Q7928507,Q881,Q424,P179,P17,P47
Q198823,Q1401386,Q2455704,Q35409,P171,P105,P361
Q1088697,Q181114,Q758559,Q5390,P176,P159,P421
Q5335079,Q1948,Q149341,Q147764,P131,P2238,P171
Q20312131,Q1860,Q318917,Q171263,P407,P4132,P461
Q6932330,Q2306321,Q4451072,Q6906,P19,P131,P421
Q29018108,Q846750,Q3244074,Q215627,P106,P2354,P360
Q1132272,Q1068628,Q214800,Q428024,P355,P112,P734
Q5100506,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q20277834,Q1086863,Q267628,Q1002697,P106,P425,P361
Q1500060,Q6087,Q155721,Q4186,P131,P610,P4552
Q7261650,Q16556694,Q230003,Q171869,P39,P361,P418
Q24693457,Q1612,Q61296,Q80089,P131,P150,P36
Q13650980,Q668,Q822,Q234541,P27,P530,P2184
Q20089937,Q617806,Q943994,Q1122122,P19,P47,P131
Q18157190,Q30,Q9696,Q49142,P17,P6,P19
Q16734651,Q18057751,Q2662,Q120,P735,P1750,P361
Q7953678,Q2210984,Q504375,Q112456,P1408,P131,P47
Q4107803,Q112457,Q351635,Q2368338,P166,P138,P19
Q6273154,Q1158394,Q1860,Q784975,P735,P407,P2184
Q3424157,Q423,Q201054,Q84,P17,P463,P159
Q588878,Q6156,Q6165,Q572545,P131,P47,P36
Q23005130,Q4759444,Q1551608,Q15733525,P527,P703,P171
Q6629791,Q145,Q183231,Q1125300,P17,P1304,P149
Q777910,Q839859,Q35409,Q36602,P171,P105,P361
Q8064487,Q2187483,Q727336,Q2616257,P131,P47,P1889
Q970740,Q63943,Q2722764,Q872,P527,P106,P425
Q7019110,Q145,Q1061257,Q8880,P17,P2852,P790
Q6266748,Q5090555,Q452483,Q3739104,P155,P162,P1196
Q5644860,Q30,Q751738,Q8027,P27,P832,P138
Q1002886,Q664,Q160260,Q14233,P17,P163,P180
Q781848,Q1738870,Q222344,Q590870,P344,P106,P425
Q5249424,Q4828256,Q30,Q1036,P264,P17,P530
Q630673,Q475210,Q10862524,Q19858747,P735,P1560,P460
Q5244027,Q846178,Q485035,Q2195934,P19,P131,P36
Q6923260,Q30,Q171663,Q14213,P17,P418,P2378
Q6608562,Q16521,Q713623,Q192210,P360,P1889,P361
Q3620997,Q23848,Q7737168,Q5323512,P86,P800,P264
Q4599653,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q6341011,Q30,Q674182,Q26087,P17,P463,P159
Q21066777,Q7634594,Q1056123,Q5567400,P69,P361,P112
Q5177761,Q145,Q3244280,Q385967,P17,P172,P3833
Q15975782,Q1002006,Q209537,Q455705,P131,P36,P1376
Q7411318,Q6256771,Q4925477,Q1676756,P22,P735,P460
Q674582,Q30,Q196627,Q2150,P17,P832,P837
Q5865223,Q843,Q128347,Q379860,P17,P163,P180
Q19864171,Q30,Q842490,Q36600,P17,P463,P159
Q1781399,Q75809,Q9554,Q956444,P140,P138,P793
Q4215337,Q159,Q2448,Q2635547,P17,P150,P163
Q5632166,Q172771,Q7270175,Q121176,P137,P355,P366
Q7901326,Q13479676,Q9067,Q935857,P460,P407,P282
Q8069017,Q494233,Q494146,Q1184769,P19,P47,P36
Q6785654,Q753731,Q613602,Q664,P131,P190,P17
Q7496367,Q2278696,Q5287,Q3139212,P735,P407,P134
Q8045310,Q881,Q219060,Q219082,P17,P530,P463
Q15045862,Q1037,Q150,Q12547192,P17,P37,P3103
Q226328,Q13220673,Q262737,Q3798668,P287,P1365,P452
Q19868108,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q18578853,Q1411049,Q35409,Q36602,P171,P105,P361
Q643361,Q16666,Q15932843,Q17427,P19,P6,P102
Q6500493,Q15631401,Q377981,Q215627,P166,P2354,P360
Q7906925,Q3712360,Q1347984,Q4761387,P156,P264,P112
Q1333459,Q740790,Q15898089,Q10625184,P735,P1560,P460
Q16115403,Q3934142,Q8229,Q3772237,P735,P282,P2184
Q4355718,Q36,Q221457,Q7447085,P27,P1365,P194
Q3033398,Q225,Q19501831,Q572286,P17,P6,P69
Q6110174,Q5599703,Q99,Q109670,P69,P131,P150
Q7729135,Q716651,Q34006,Q6682727,P57,P20,P47
Q4026233,Q144419,Q170209,Q1499188,P1889,P86,P119
Q6156113,Q105060,Q1106109,Q6760,P19,P190,P421
Q950453,Q41583,Q747883,Q219067,P106,P425,P460
Q3437780,Q82955,Q7163,Q1573035,P106,P425,P527
Q7928257,Q82955,Q7163,Q1147507,P106,P425,P2184
Q4728740,Q5038972,Q193023,Q34006,P155,P264,P159
Q38257515,Q273199,Q5372,Q30,P413,P641,P495
Q7208322,Q1270,Q3403,Q123238,P706,P610,P138
Q4979715,Q211144,Q20657410,Q5570878,P161,P26,P735
Q7718832,Q2647558,Q571779,Q17028472,P750,P749,P355
Q16006482,Q4925477,Q188,Q1939300,P735,P407,P1018
Q6778801,Q1204824,Q863595,Q151917,P1344,P156,P991
Q26923414,Q5149780,Q30,Q16645,P69,P17,P150
Q3623676,Q307468,Q219,Q140775,P449,P17,P78
Q7594064,Q145,Q956699,Q1366863,P17,P832,P460
Q26821164,Q847,Q21,Q47994,P641,P495,P150
Q7983052,Q3278287,Q3224,Q753404,P81,P131,P150
Q7438773,Q7231527,Q6722319,Q49088,P175,P527,P69
Q1551047,Q3066255,Q403,Q26258815,P276,P17,P6
Q16728474,Q1329269,Q707186,Q901,P69,P112,P106
Q986710,Q486530,Q491032,Q202828,P131,P47,P36
Q15705877,Q1998325,Q491190,Q490210,P19,P131,P47
Q4715926,Q2631158,Q1972844,Q628099,P54,P286,P106
Q16247653,Q5142341,Q6422640,Q838068,P156,P264,P127
Q2298979,Q2982349,Q11360899,Q6828,P47,P36,P421
Q1861540,Q140671,Q193177,Q156111,P20,P190,P17
Q2286177,Q484175,Q16275183,Q3025,P735,P460,P1750
Q1827794,Q43404,Q755741,Q753918,P449,P159,P47
Q6829689,Q4927524,Q21572622,Q9309,P735,P460,P407
Q5964492,Q881,Q72818,Q20934,P17,P150,P190
Q24838942,Q33999,Q969022,Q2277,P106,P417,P2348
Q2670828,Q207947,Q300546,Q1444,P86,P800,P870
Q5621558,Q82955,Q7163,Q1573035,P106,P425,P527
Q7934524,Q30,Q1042,Q5220343,P17,P530,P35
Q2999991,Q5304049,Q1384,Q114884,P138,P20,P150
Q7925694,Q664,Q36451,Q166097,P19,P37,P4132
Q7420559,Q414,Q44759,Q1710644,P17,P150,P6
Q3640042,Q59853,Q6633259,Q215627,P734,P2354,P360
Q488486,Q5103931,Q42059,Q41154,P488,P19,P131
Q4855797,Q30,Q11815,Q682443,P17,P6,P140
Q5826793,Q5865167,Q7201446,Q18142236,P161,P735,P460
Q892462,Q27720,Q37517,Q1153785,P171,P105,P361
Q6785313,Q880256,Q61,Q372911,P449,P159,P6
Q5237790,Q2700215,Q35409,Q36602,P171,P105,P361
Q6538143,Q1553,Q2212,Q3134980,P131,P421,P460
Q24933650,Q172385,Q172494,Q1780350,P131,P47,P36
Q1603035,Q93366,Q2090594,Q97,P501,P206,P361
Q7717892,Q30,Q1928989,Q25230,P495,P463,P1001
Q8002100,Q35934,Q22761,Q856574,P1412,P170,P101
Q525290,Q2736,Q1381731,Q765734,P641,P2283,P1889
Q7492034,Q3146765,Q30,Q146328,P264,P17,P150
Q3262764,Q82955,Q7163,Q1667082,P106,P425,P527
Q27915229,Q80517,Q425924,Q1612,P19,P1376,P131
Q3310001,Q1110622,Q1168940,Q6655,P19,P47,P421
Q7899232,Q7966222,Q499249,Q7411,P57,P735,P407
Q5046997,Q20,Q2334076,Q944124,P27,P1313,P263
Q3512528,Q328689,Q253414,Q15177651,P664,P463,P1454
Q24845838,Q936183,Q23298,Q2199869,P20,P131,P163
Q4669185,Q17997608,Q2874494,Q30315498,P735,P460,P1533
Q7882466,Q7331669,Q18073734,Q15720880,P50,P735,P460
Q6733417,Q1546,Q485944,Q745062,P131,P150,P36
Q5066196,Q2621521,Q8229,Q3772237,P735,P282,P2184
Q286890,Q644318,Q18032371,Q220677,P509,P2293,P1057
Q23498282,Q1492,Q1690734,Q82955,P19,P6,P106
Q20986711,Q846750,Q3244074,Q215627,P106,P2354,P360
Q18155295,Q30,Q884,Q485634,P17,P530,P832
Q16200330,Q1158973,Q8229,Q3772237,P735,P282,P2184
Q6728662,Q145,Q38272,Q3984457,P17,P706,P460
Q3839589,Q515178,Q1106347,Q1491,P54,P286,P19
Q2026755,Q504329,Q507826,Q2604205,P131,P47,P138
Q7820618,Q187091,Q292010,Q659212,P54,P115,P466
Q28368444,Q30,Q44696,Q320633,P17,P85,P87
Q11882399,Q1930187,Q11030,Q42240,P106,P425,P527
Q27630478,Q73633,Q175386,Q7350015,P361,P664,P112
Q6797677,Q23154,Q19682,Q19695,P1001,P206,P974
Q4908696,Q500131,Q673105,Q33405,P69,P361,P131
Q6542201,Q145,Q83278,Q1585890,P17,P163,P180
Q2722241,Q614604,Q35409,Q36602,P171,P105,P361
Q1394887,Q34130,Q34066,Q462534,P19,P47,P190
Q813729,Q1146600,Q634951,Q202088,P84,P69,P131
Q7389686,Q7074204,Q1400,Q1130843,P159,P131,P150
Q13563172,Q663625,Q5176420,Q136822,P69,P463,P452
Q6788432,Q50816,Q950097,Q392316,P19,P138,P361
Q12318000,Q1748,Q62623,Q15055408,P20,P1376,P194
